t,x,y,r,θr
7.108,35.95,8.365,36.91,13.10
7.142,35.61,9.654,36.89,15.17
7.175,35.31,10.67,36.88,16.82
7.208,35.08,11.37,36.87,17.96
7.242,34.94,11.75,36.87,18.59
7.275,34.93,11.81,36.88,18.68
7.309,35.01,11.54,36.86,18.25
7.342,35.21,10.94,36.87,17.26
7.375,35.49,10.02,36.88,15.77
7.409,35.82,8.807,36.88,13.81
7.442,36.16,7.317,36.90,11.44
7.475,36.48,5.591,36.90,8.714
7.509,36.73,3.682,36.92,5.724
7.542,36.88,1.628,36.92,2.527
7.576,36.92,-0.464,36.92,-0.720
7.609,36.86,-2.567,36.95,-3.984
7.642,36.68,-4.607,36.97,-7.159
7.676,36.38,-6.504,36.96,-10.13
7.709,36.05,-8.213,36.97,-12.84
7.742,35.69,-9.683,36.98,-15.18
7.776,35.34,-10.88,36.98,-17.11
7.809,35.06,-11.77,36.99,-18.56
7.843,34.88,-12.35,37.00,-19.50
7.876,34.80,-12.59,37.01,-19.89
7.909,34.83,-12.50,37.00,-19.75
7.943,34.98,-12.09,37.01,-19.07
7.976,35.22,-11.34,37.00,-17.85
8.009,35.53,-10.30,36.99,-16.17
8.043,35.88,-8.985,36.99,-14.06
8.076,36.23,-7.412,36.98,-11.56
8.109,36.54,-5.634,36.97,-8.766
8.143,36.78,-3.698,36.97,-5.740
8.176,36.92,-1.641,36.95,-2.545
8.210,36.94,0.399,36.94,0.618
8.243,36.85,2.432,36.93,3.776
8.276,36.66,4.380,36.92,6.814
8.310,36.39,6.177,36.91,9.633
8.343,36.06,7.783,36.89,12.18
8.376,35.73,9.140,36.88,14.35
8.410,35.42,10.23,36.87,16.11
8.443,35.18,11.03,36.87,17.41
8.477,35.02,11.50,36.86,18.19
8.510,34.97,11.65,36.86,18.43
8.543,35.02,11.48,36.85,18.15
8.577,35.18,10.99,36.86,17.36
8.610,35.43,10.19,36.86,16.04
8.643,35.74,9.075,36.87,14.25
8.677,36.07,7.692,36.88,12.04
8.710,36.39,6.061,36.89,9.455
8.744,36.67,4.230,36.91,6.581
8.777,36.85,2.243,36.92,3.483
8.810,36.91,0.189,36.91,0.293
8.844,36.88,-1.835,36.93,-2.848
8.877,36.73,-3.927,36.94,-6.101
8.910,36.48,-5.852,36.95,-9.112
8.944,36.16,-7.602,36.95,-11.87
8.977,35.82,-9.130,36.97,-14.30
9.011,35.48,-10.40,36.98,-16.34
9.044,35.19,-11.37,36.98,-17.91
9.077,34.97,-12.04,36.98,-18.99
9.111,34.85,-12.39,36.99,-19.57
9.144,34.86,-12.41,37.00,-19.59
9.177,34.97,-12.10,37.00,-19.08
9.211,35.17,-11.47,36.99,-18.06
9.244,35.45,-10.53,36.99,-16.54
9.278,35.78,-9.307,36.97,-14.58
9.311,36.14,-7.830,36.98,-12.22
9.344,36.47,-6.139,36.98,-9.555
9.378,36.71,-4.266,36.96,-6.629
9.411,36.87,-2.260,36.94,-3.508
9.444,36.95,-0.285,36.95,-0.441
9.478,36.89,1.758,36.93,2.729
9.511,36.74,3.729,36.93,5.796
9.544,36.49,5.570,36.92,8.678
9.578,36.17,7.207,36.88,11.27
9.611,35.86,8.619,36.88,13.52
9.645,35.55,9.783,36.87,15.39
9.678,35.30,10.66,36.87,16.80
9.711,35.11,11.23,36.86,17.73
9.745,35.02,11.49,36.86,18.16
9.778,35.04,11.42,36.86,18.05
9.811,35.17,11.03,36.86,17.41
9.845,35.40,10.32,36.88,16.25
9.878,35.69,9.314,36.88,14.63
9.912,35.99,8.026,36.88,12.57
9.945,36.32,6.492,36.89,10.13
9.978,36.60,4.736,36.90,7.374
10.012,36.81,2.814,36.92,4.371
10.045,36.92,0.782,36.93,1.214
10.078,36.92,-1.234,36.94,-1.915
10.112,36.80,-3.291,36.95,-5.110
10.145,36.59,-5.227,36.96,-8.129
10.179,36.31,-7.002,36.98,-10.92
10.212,35.97,-8.585,36.98,-13.42
10.245,35.63,-9.916,36.98,-15.55
10.279,35.31,-10.97,36.98,-17.26
10.312,35.08,-11.72,36.99,-18.48
10.345,34.94,-12.16,37.00,-19.19
10.379,34.91,-12.28,37.01,-19.38
10.412,34.98,-12.07,37.00,-19.03
10.446,35.15,-11.53,37.00,-18.17
10.479,35.41,-10.69,36.99,-16.81
10.512,35.74,-9.561,36.99,-14.98
10.546,36.07,-8.172,36.98,-12.77
10.579,36.38,-6.559,36.97,-10.22
10.612,36.65,-4.759,36.96,-7.398
10.646,36.84,-2.833,36.95,-4.397
10.679,36.95,-0.818,36.95,-1.268
10.713,36.91,1.150,36.93,1.784
10.746,36.80,3.119,36.93,4.845
10.779,36.57,4.966,36.91,7.732
10.813,36.29,6.642,36.90,10.37
10.846,35.99,8.116,36.89,12.71
10.879,35.69,9.337,36.89,14.66
10.913,35.42,10.29,36.88,16.20
10.946,35.21,10.95,36.88,17.27
10.980,35.09,11.29,36.87,17.84
11.013,35.08,11.32,36.86,17.89
11.046,35.18,11.03,36.86,17.41
11.080,35.36,10.42,36.87,16.42
11.113,35.63,9.518,36.88,14.96
11.146,35.93,8.319,36.88,13.04
11.180,36.25,6.880,36.89,10.75
11.213,36.53,5.205,36.90,8.109
11.246,36.76,3.352,36.91,5.211
11.280,36.90,1.365,36.93,2.118
11.313,36.93,-0.628,36.93,-0.974
11.347,36.86,-2.654,36.95,-4.119
11.380,36.68,-4.598,36.97,-7.145
11.413,36.40,-6.420,36.96,-10.00
11.447,36.09,-8.046,36.98,-12.57
11.480,35.76,-9.442,36.98,-14.79
11.513,35.45,-10.56,37.00,-16.59
11.547,35.19,-11.40,36.99,-17.95
11.580,35.02,-11.93,37.00,-18.81
11.614,34.96,-12.14,37.00,-19.14
11.647,35.00,-12.01,37.01,-18.94
11.680,35.14,-11.58,37.00,-18.24
11.714,35.37,-10.84,37.00,-17.03
11.747,35.67,-9.808,36.99,-15.37
11.780,35.99,-8.507,36.98,-13.30
11.814,36.32,-6.975,36.98,-10.87
11.847,36.59,-5.248,36.97,-8.161
11.881,36.80,-3.381,36.96,-5.249
11.914,36.93,-1.407,36.95,-2.182
11.947,36.94,0.534,36.94,0.828
11.981,36.85,2.504,36.94,3.888
12.014,36.65,4.366,36.91,6.792
12.047,36.40,6.083,36.90,9.488
12.081,36.11,7.593,36.90,11.88
12.114,35.81,8.872,36.89,13.91
12.148,35.53,9.895,36.88,15.56
12.181,35.31,10.63,36.88,16.75
12.214,35.17,11.05,36.87,17.44
12.248,35.13,11.18,36.87,17.65
12.281,35.19,10.99,36.87,17.34
12.314,35.36,10.48,36.88,16.52
12.348,35.59,9.676,36.88,15.21
12.381,35.88,8.577,36.89,13.44
12.415,36.19,7.218,36.90,11.28
12.448,36.48,5.631,36.91,8.775
12.481,36.72,3.842,36.92,5.973
12.515,36.88,1.936,36.93,3.005
12.548,36.93,-3.956E-2,36.93,-6.138E-2
12.581,36.89,-1.971,36.94,-3.058
12.615,36.75,-3.988,36.96,-6.193
12.648,36.51,-5.821,36.97,-9.060
12.681,36.21,-7.487,36.98,-11.68
12.715,35.88,-8.931,36.98,-13.98
12.748,35.58,-10.12,36.99,-15.88
12.782,35.31,-11.03,37.00,-17.35
12.815,35.12,-11.64,37.00,-18.33
12.848,35.03,-11.94,37.01,-18.82
12.882,35.04,-11.92,37.01,-18.79
12.915,35.14,-11.59,37.00,-18.25
12.948,35.35,-10.94,37.00,-17.19
12.982,35.62,-9.999,37.00,-15.68
13.015,35.93,-8.795,36.99,-13.76
13.049,36.24,-7.346,36.98,-11.46
13.082,36.53,-5.699,36.97,-8.867
13.115,36.76,-3.893,36.97,-6.045
13.149,36.91,-1.927,36.96,-2.988
13.182,36.94,-2.294E-2,36.94,-3.557E-2
13.215,36.87,1.906,36.92,2.959
13.249,36.72,3.774,36.92,5.868
13.282,36.49,5.510,36.90,8.587
13.316,36.21,7.061,36.89,11.03
13.349,35.91,8.400,36.88,13.17
13.382,35.63,9.484,36.87,14.91
13.416,35.39,10.30,36.85,16.22
13.449,35.23,10.81,36.85,17.06
13.482,35.17,11.01,36.85,17.38
13.516,35.20,10.90,36.85,17.21
13.549,35.33,10.49,36.86,16.53
13.583,35.54,9.773,36.86,15.38
13.616,35.81,8.776,36.87,13.77
13.649,36.11,7.494,36.88,11.72
13.683,36.41,5.983,36.90,9.332
13.716,36.66,4.274,36.91,6.650
13.749,36.84,2.416,36.92,3.753
13.783,36.92,0.464,36.92,0.721
13.816,36.92,-1.477,36.95,-2.291
13.850,36.80,-3.439,36.96,-5.338
13.883,36.59,-5.288,36.97,-8.223
13.916,36.32,-6.973,36.98,-10.87
13.950,36.00,-8.459,36.98,-13.22
13.983,35.70,-9.708,36.99,-15.21
14.016,35.42,-10.69,37.00,-16.79
14.050,35.22,-11.37,37.01,-17.89
14.083,35.09,-11.74,37.00,-18.50
14.117,35.07,-11.80,37.00,-18.59
14.150,35.15,-11.54,37.00,-18.18
14.183,35.32,-10.99,36.99,-17.28
14.217,35.57,-10.15,36.99,-15.92
14.250,35.86,-9.023,36.98,-14.12
14.283,36.17,-7.663,36.97,-11.96
14.317,36.46,-6.082,36.97,-9.470
14.350,36.71,-4.335,36.96,-6.736
14.383,36.87,-2.447,36.95,-3.798
14.417,36.95,-0.559,36.96,-0.867
14.450,36.91,1.350,36.93,2.096
14.484,36.77,3.224,36.91,5.011
14.517,36.57,4.977,36.90,7.751
14.550,36.31,6.566,36.90,10.25
14.584,36.02,7.941,36.89,12.43
14.617,35.74,9.083,36.88,14.26
14.650,35.49,9.964,36.87,15.68
14.684,35.31,10.55,36.86,16.63
14.717,35.23,10.84,36.86,17.10
14.751,35.22,10.83,36.85,17.09
14.784,35.33,10.50,36.85,16.56
14.817,35.51,9.877,36.86,15.54
14.851,35.75,8.954,36.86,14.06
14.884,36.05,7.771,36.88,12.17
14.917,36.34,6.346,36.89,9.907
14.951,36.60,4.712,36.90,7.337
14.984,36.80,2.924,36.91,4.543
15.018,36.91,1.009,36.92,1.566
15.051,36.92,-0.909,36.93,-1.411
15.084,36.84,-2.843,36.95,-4.413
15.118,36.65,-4.696,36.95,-7.302
15.151,36.40,-6.409,36.96,-9.985
15.184,36.11,-7.943,36.97,-12.41
15.218,35.81,-9.251,36.99,-14.49
15.251,35.53,-10.30,36.99,-16.16
15.285,35.31,-11.06,37.00,-17.39
15.318,35.17,-11.52,37.01,-18.14
15.351,35.12,-11.67,37.00,-18.38
15.385,35.17,-11.51,37.01,-18.11
15.418,35.32,-11.04,37.01,-17.35
15.451,35.54,-10.27,37.00,-16.12
15.485,35.82,-9.232,36.99,-14.45
15.518,36.12,-7.943,36.98,-12.40
15.552,36.41,-6.438,36.98,-10.03
15.585,36.67,-4.756,36.97,-7.391
15.618,36.84,-2.941,36.96,-4.565
15.652,36.93,-1.044,36.95,-1.620
15.685,36.92,0.827,36.93,1.283
15.718,36.83,2.703,36.93,4.198
15.752,36.64,4.462,36.91,6.942
15.785,36.40,6.078,36.90,9.479
15.818,36.12,7.500,36.89,11.73
15.852,35.85,8.697,36.89,13.64
15.885,35.60,9.631,36.88,15.14
15.919,35.41,10.28,36.87,16.19
15.952,35.30,10.64,36.87,16.77
15.985,35.29,10.72,36.88,16.89
16.019,35.36,10.48,36.88,16.51
16.052,35.52,9.943,36.89,15.64
