t,x,y,r,θr
5.640,36.96,-4.445,37.22,-6.858
5.673,37.10,-3.180,37.24,-4.898
5.707,37.23,-1.808,37.27,-2.781
5.740,37.29,-0.397,37.29,-0.611
5.774,37.27,1.014,37.28,1.559
5.807,37.21,2.413,37.29,3.711
5.840,37.11,3.745,37.30,5.762
5.874,37.00,4.959,37.33,7.635
5.907,36.84,6.029,37.33,9.294
5.940,36.68,6.920,37.33,10.68
5.974,36.55,7.619,37.33,11.78
6.007,36.45,8.088,37.33,12.51
6.041,36.42,8.339,37.36,12.90
6.074,36.39,8.362,37.34,12.94
6.107,36.42,8.145,37.32,12.61
6.141,36.52,7.709,37.32,11.92
6.174,36.65,7.050,37.32,10.89
6.207,36.78,6.199,37.30,9.567
6.241,36.93,5.154,37.29,7.944
6.274,37.07,3.963,37.29,6.101
6.307,37.17,2.651,37.26,4.079
6.341,37.23,1.248,37.25,1.920
6.374,37.24,-0.164,37.24,-0.252
6.408,37.19,-1.567,37.22,-2.413
6.441,37.08,-2.939,37.20,-4.532
6.474,36.96,-4.211,37.20,-6.500
6.508,36.80,-5.361,37.19,-8.289
6.541,36.64,-6.356,37.19,-9.840
6.574,36.50,-7.159,37.19,-11.10
6.608,36.37,-7.759,37.18,-12.04
6.641,36.29,-8.133,37.19,-12.63
6.675,36.24,-8.280,37.18,-12.87
6.708,36.27,-8.196,37.18,-12.73
6.741,36.34,-7.879,37.18,-12.23
6.775,36.46,-7.343,37.19,-11.39
6.808,36.62,-6.595,37.21,-10.21
6.841,36.78,-5.661,37.22,-8.749
6.875,36.95,-4.566,37.23,-7.044
6.908,37.09,-3.329,37.24,-5.129
6.942,37.20,-1.990,37.25,-3.062
6.975,37.26,-0.607,37.27,-0.933
7.008,37.27,0.798,37.28,1.227
7.042,37.23,2.184,37.29,3.358
7.075,37.14,3.499,37.30,5.383
7.108,37.02,4.719,37.32,7.264
7.142,36.88,5.795,37.33,8.931
7.175,36.74,6.705,37.34,10.34
7.209,36.61,7.426,37.35,11.47
7.242,36.51,7.924,37.36,12.24
7.275,36.45,8.218,37.36,12.71
7.309,36.41,8.268,37.34,12.79
7.342,36.44,8.092,37.33,12.52
7.375,36.52,7.684,37.32,11.88
7.409,36.65,7.064,37.32,10.91
7.442,36.78,6.253,37.31,9.649
7.476,36.93,5.250,37.30,8.091
7.509,37.06,4.094,37.28,6.304
7.542,37.15,2.819,37.26,4.339
7.576,37.22,1.457,37.25,2.241
7.609,37.25,3.878E-2,37.25,5.965E-2
7.642,37.20,-1.317,37.23,-2.027
7.676,37.12,-2.678,37.22,-4.127
7.709,36.98,-3.953,37.19,-6.101
7.743,36.85,-5.116,37.20,-7.905
7.776,36.69,-6.111,37.19,-9.457
7.809,36.54,-6.940,37.20,-10.75
7.843,36.42,-7.567,37.19,-11.74
7.876,36.32,-7.957,37.18,-12.36
7.909,36.29,-8.129,37.19,-12.63
7.943,36.31,-8.080,37.19,-12.55
7.976,36.36,-7.804,37.19,-12.11
8.010,36.47,-7.298,37.19,-11.32
8.043,36.61,-6.592,37.20,-10.21
8.076,36.78,-5.702,37.22,-8.813
8.110,36.93,-4.644,37.22,-7.167
8.143,37.07,-3.445,37.23,-5.310
8.176,37.17,-2.141,37.23,-3.297
8.210,37.24,-0.786,37.25,-1.209
8.243,37.25,0.597,37.26,0.919
8.276,37.22,1.954,37.27,3.005
8.310,37.14,3.271,37.29,5.033
8.343,37.03,4.484,37.30,6.904
8.377,36.90,5.567,37.31,8.580
8.410,36.77,6.480,37.34,9.995
8.443,36.62,7.212,37.33,11.14
8.477,36.51,7.737,37.32,11.96
8.510,36.46,8.046,37.34,12.44
8.543,36.43,8.145,37.33,12.60
8.577,36.47,8.001,37.34,12.37
8.610,36.55,7.648,37.34,11.82
8.644,36.65,7.059,37.33,10.90
8.677,36.76,6.285,37.30,9.701
8.710,36.90,5.323,37.28,8.208
8.744,37.04,4.205,37.28,6.477
8.777,37.15,2.964,37.27,4.562
8.810,37.22,1.632,37.26,2.510
8.844,37.23,0.276,37.24,0.424
8.877,37.21,-1.089,37.23,-1.677
8.911,37.14,-2.441,37.22,-3.761
8.944,37.03,-3.714,37.21,-5.729
8.977,36.89,-4.874,37.21,-7.527
9.011,36.73,-5.877,37.20,-9.090
9.044,36.59,-6.720,37.21,-10.41
9.077,36.46,-7.362,37.19,-11.42
9.111,36.37,-7.788,37.20,-12.09
9.144,36.33,-7.996,37.20,-12.41
9.178,36.33,-7.988,37.19,-12.40
9.211,36.38,-7.749,37.20,-12.02
9.244,36.49,-7.291,37.21,-11.30
9.278,36.63,-6.623,37.23,-10.25
9.311,36.78,-5.765,37.23,-8.907
9.344,36.95,-4.741,37.25,-7.312
9.378,37.08,-3.579,37.26,-5.512
9.411,37.19,-2.306,37.26,-3.547
9.445,37.26,-0.969,37.27,-1.490
9.478,37.28,0.381,37.28,0.586
9.511,37.26,1.732,37.30,2.662
9.545,37.18,3.039,37.31,4.673
9.578,37.07,4.249,37.32,6.538
9.611,36.95,5.335,37.33,8.216
9.645,36.79,6.260,37.32,9.655
9.678,36.68,7.005,37.34,10.81
9.712,36.57,7.555,37.35,11.67
9.745,36.51,7.895,37.35,12.20
9.778,36.47,8.012,37.34,12.39
9.812,36.48,7.903,37.33,12.22
9.845,36.55,7.586,37.33,11.72
9.878,36.65,7.040,37.32,10.87
9.912,36.78,6.302,37.31,9.723
9.945,36.91,5.383,37.30,8.298
9.979,37.04,4.307,37.29,6.633
10.012,37.15,3.104,37.28,4.776
10.045,37.23,1.796,37.27,2.762
10.079,37.25,0.448,37.26,0.689
10.112,37.23,-0.882,37.24,-1.357
10.145,37.16,-2.209,37.22,-3.401
10.179,37.05,-3.473,37.22,-5.354
10.212,36.92,-4.630,37.21,-7.147
10.246,36.78,-5.642,37.21,-8.721
10.279,36.64,-6.491,37.21,-10.05
10.312,36.51,-7.153,37.20,-11.09
10.346,36.42,-7.599,37.21,-11.78
10.379,36.37,-7.831,37.20,-12.15
10.412,36.38,-7.844,37.21,-12.17
10.446,36.42,-7.639,37.22,-11.85
10.479,36.51,-7.219,37.21,-11.19
10.512,36.63,-6.587,37.22,-10.19
10.546,36.78,-5.771,37.23,-8.917
10.579,36.94,-4.791,37.25,-7.390
10.613,37.07,-3.667,37.25,-5.650
10.646,37.17,-2.432,37.25,-3.743
10.679,37.25,-1.130,37.27,-1.738
10.713,37.28,0.198,37.29,0.304
10.746,37.26,1.527,37.29,2.346
10.779,37.19,2.820,37.30,4.336
10.813,37.10,4.021,37.31,6.186
10.846,36.97,5.109,37.32,7.868
10.880,36.84,6.042,37.33,9.314
10.913,36.72,6.793,37.34,10.48
10.946,36.61,7.368,37.34,11.38
10.980,36.53,7.725,37.34,11.94
11.013,36.50,7.871,37.34,12.17
11.046,36.50,7.801,37.32,12.06
11.080,36.56,7.504,37.32,11.60
11.113,36.66,7.004,37.33,10.82
11.147,36.78,6.308,37.32,9.731
11.180,36.92,5.424,37.31,8.359
11.213,37.04,4.389,37.30,6.758
11.247,37.15,3.214,37.29,4.944
11.280,37.22,1.941,37.27,2.984
11.313,37.26,0.634,37.26,0.974
11.347,37.25,-0.693,37.25,-1.067
11.380,37.20,-2.001,37.25,-3.079
11.414,37.10,-3.263,37.24,-5.026
11.447,36.96,-4.417,37.23,-6.815
11.480,36.84,-5.442,37.24,-8.403
11.514,36.69,-6.303,37.23,-9.747
11.547,36.57,-6.986,37.24,-10.81
11.580,36.46,-7.458,37.22,-11.56
11.614,36.42,-7.720,37.23,-11.97
11.647,36.39,-7.762,37.21,-12.04
11.681,36.44,-7.589,37.22,-11.76
11.714,36.53,-7.200,37.23,-11.15
11.747,36.64,-6.602,37.23,-10.21
11.781,36.77,-5.820,37.23,-8.994
11.814,36.92,-4.869,37.24,-7.513
11.847,37.05,-3.774,37.24,-5.816
11.881,37.16,-2.578,37.25,-3.968
11.914,37.24,-1.299,37.27,-1.997
11.948,37.27,8.726E-4,37.27,1.341E-3
11.981,37.26,1.319,37.28,2.028
12.014,37.20,2.603,37.29,4.002
12.048,37.11,3.806,37.31,5.854
12.081,37.00,4.888,37.32,7.526
12.114,36.87,5.835,37.33,8.993
12.148,36.74,6.611,37.33,10.20
12.181,36.63,7.193,37.33,11.11
12.215,36.56,7.578,37.34,11.71
12.248,36.52,7.747,37.33,11.98
12.281,36.53,7.717,37.34,11.93
12.315,36.57,7.456,37.33,11.52
12.348,36.64,6.986,37.30,10.79
12.381,36.76,6.322,37.30,9.758
12.415,36.89,5.469,37.29,8.433
12.448,37.00,4.469,37.27,6.888
12.481,37.11,3.329,37.26,5.126
12.515,37.19,2.086,37.24,3.210
12.548,37.23,0.797,37.24,1.226
12.582,37.22,-0.505,37.22,-0.777
12.615,37.17,-1.802,37.21,-2.776
12.648,37.08,-3.053,37.21,-4.707
12.682,36.97,-4.201,37.21,-6.483
12.715,36.84,-5.227,37.21,-8.077
12.748,36.69,-6.097,37.20,-9.434
12.782,36.57,-6.782,37.19,-10.51
12.815,36.47,-7.281,37.19,-11.29
12.849,36.41,-7.575,37.19,-11.75
12.882,36.39,-7.649,37.19,-11.87
12.915,36.43,-7.502,37.20,-11.64
12.949,36.51,-7.141,37.20,-11.07
12.982,36.61,-6.579,37.20,-10.19
13.015,36.76,-5.830,37.22,-9.012
13.049,36.90,-4.917,37.23,-7.590
13.082,37.04,-3.860,37.24,-5.950
13.116,37.15,-2.686,37.24,-4.135
13.149,37.23,-1.434,37.26,-2.206
13.182,37.28,-0.155,37.28,-0.238
13.216,37.26,1.129,37.28,1.736
13.249,37.21,2.390,37.29,3.675
13.282,37.13,3.582,37.30,5.511
13.316,37.01,4.665,37.31,7.184
13.349,36.90,5.617,37.32,8.656
13.383,36.77,6.390,37.32,9.859
13.416,36.67,6.996,37.33,10.80
13.449,36.57,7.393,37.31,11.43
13.483,36.55,7.602,37.33,11.75
13.516,36.56,7.588,37.34,11.73
13.549,36.60,7.352,37.33,11.36
13.583,36.66,6.914,37.30,10.68
13.616,36.77,6.288,37.31,9.703
13.650,36.88,5.482,37.29,8.454
13.683,37.00,4.512,37.27,6.954
13.716,37.10,3.410,37.26,5.251
13.750,37.19,2.205,37.26,3.393
13.783,37.24,0.931,37.25,1.432
13.816,37.23,-0.346,37.24,-0.532
13.850,37.19,-1.623,37.23,-2.499
13.883,37.11,-2.863,37.22,-4.411
13.917,36.99,-4.008,37.21,-6.184
13.950,36.87,-5.039,37.21,-7.782
13.983,36.73,-5.911,37.20,-9.143
14.017,36.61,-6.614,37.21,-10.24
14.050,36.52,-7.123,37.21,-11.04
14.083,36.47,-7.429,37.22,-11.51
14.117,36.44,-7.527,37.21,-11.67
14.150,36.47,-7.417,37.21,-11.50
14.184,36.53,-7.092,37.22,-10.99
14.217,36.64,-6.557,37.22,-10.15
14.250,36.76,-5.836,37.22,-9.021
14.284,36.90,-4.956,37.23,-7.650
14.317,37.03,-3.932,37.23,-6.062
14.350,37.14,-2.790,37.25,-4.296
14.384,37.22,-1.568,37.26,-2.413
14.417,37.27,-0.306,37.27,-0.471
14.450,37.27,0.958,37.28,1.473
14.484,37.23,2.199,37.29,3.380
14.517,37.14,3.394,37.30,5.221
14.551,37.04,4.468,37.31,6.879
14.584,36.93,5.411,37.32,8.335
14.617,36.79,6.210,37.31,9.579
14.651,36.68,6.812,37.31,10.52
14.684,36.63,7.236,37.34,11.17
14.717,36.56,7.452,37.31,11.52
14.751,36.58,7.456,37.33,11.52
14.784,36.58,7.266,37.29,11.24
14.818,36.65,6.856,37.29,10.60
14.851,36.77,6.264,37.30,9.668
14.884,36.88,5.489,37.29,8.465
14.918,36.99,4.555,37.27,7.021
14.951,37.09,3.494,37.25,5.381
14.984,37.18,2.314,37.25,3.561
15.018,37.23,1.070,37.24,1.646
15.051,37.24,-0.193,37.24,-0.297
15.085,37.20,-1.448,37.23,-2.229
15.118,37.12,-2.668,37.21,-4.112
15.151,37.00,-3.814,37.19,-5.886
15.185,36.87,-4.840,37.19,-7.477
15.218,36.76,-5.723,37.21,-8.849
15.251,36.65,-6.436,37.21,-9.961
15.285,36.53,-6.966,37.19,-10.80
15.318,36.44,-7.290,37.16,-11.31
15.352,36.43,-7.413,37.18,-11.50
15.385,36.49,-7.323,37.21,-11.35
15.418,36.56,-7.022,37.23,-10.87
15.452,36.63,-6.526,37.21,-10.10
15.485,36.74,-5.844,37.20,-9.038
15.518,36.89,-4.995,37.22,-7.712
15.552,37.03,-3.994,37.25,-6.155
15.585,37.15,-2.880,37.26,-4.434
15.619,37.21,-1.679,37.25,-2.584
15.652,37.25,-0.445,37.25,-0.685
15.685,37.26,0.797,37.27,1.226
15.719,37.25,2.025,37.31,3.112
15.752,37.19,3.203,37.32,4.923
15.785,37.06,4.281,37.30,6.589
15.819,36.92,5.228,37.29,8.060
15.852,36.82,6.021,37.31,9.288
15.886,36.74,6.647,37.33,10.26
15.919,36.65,7.085,37.33,10.94
15.952,36.57,7.324,37.30,11.32
15.986,36.57,7.363,37.30,11.38
16.019,36.60,7.201,37.30,11.13
16.052,36.70,6.818,37.33,10.52
16.086,36.79,6.263,37.32,9.661
16.119,36.88,5.511,37.29,8.498
16.153,36.99,4.614,37.27,7.110
16.186,37.09,3.571,37.27,5.500
16.219,37.19,2.429,37.27,3.737
16.253,37.25,1.211,37.27,1.862
