t,x,y,r,θr
6.908,36.34,3.628,36.52,5.701
6.941,36.36,3.443,36.53,5.409
6.975,36.40,3.139,36.53,4.929
7.008,36.43,2.740,36.53,4.301
7.042,36.47,2.248,36.54,3.527
7.075,36.49,1.686,36.53,2.646
7.108,36.51,1.065,36.53,1.671
7.142,36.54,0.404,36.54,0.633
7.175,36.54,-0.274,36.54,-0.430
7.208,36.53,-0.941,36.54,-1.476
7.242,36.51,-1.599,36.54,-2.508
7.275,36.48,-2.219,36.54,-3.481
7.309,36.44,-2.790,36.54,-4.379
7.342,36.41,-3.278,36.56,-5.145
7.375,36.37,-3.686,36.55,-5.789
7.409,36.33,-3.996,36.54,-6.277
7.442,36.31,-4.195,36.55,-6.590
7.475,36.30,-4.274,36.55,-6.716
7.509,36.30,-4.251,36.55,-6.680
7.542,36.31,-4.106,36.54,-6.453
7.576,36.33,-3.858,36.53,-6.062
7.609,36.36,-3.513,36.53,-5.518
7.642,36.40,-3.075,36.53,-4.828
7.676,36.44,-2.548,36.53,-3.999
7.709,36.47,-1.959,36.53,-3.074
7.742,36.49,-1.334,36.52,-2.094
7.776,36.53,-0.673,36.53,-1.055
7.809,36.52,-6.517E-3,36.52,-1.022E-2
7.843,36.51,0.642,36.51,1.008
7.876,36.49,1.271,36.52,1.994
7.909,36.47,1.857,36.52,2.915
7.943,36.44,2.386,36.52,3.746
7.976,36.42,2.829,36.53,4.442
8.009,36.38,3.187,36.52,5.007
8.043,36.37,3.442,36.53,5.406
8.076,36.35,3.582,36.52,5.629
8.110,36.34,3.620,36.52,5.688
8.143,36.36,3.537,36.53,5.556
8.176,36.37,3.347,36.52,5.258
8.210,36.40,3.059,36.52,4.805
8.243,36.43,2.670,36.52,4.191
8.276,36.46,2.192,36.53,3.440
8.310,36.49,1.639,36.52,2.572
8.343,36.51,1.029,36.52,1.615
8.377,36.52,0.390,36.52,0.613
8.410,36.53,-0.272,36.53,-0.426
8.443,36.52,-0.932,36.53,-1.462
8.477,36.51,-1.575,36.54,-2.471
8.510,36.48,-2.180,36.55,-3.419
8.543,36.44,-2.742,36.54,-4.303
8.577,36.41,-3.219,36.55,-5.053
8.610,36.37,-3.615,36.55,-5.676
8.643,36.33,-3.910,36.54,-6.142
8.677,36.31,-4.099,36.54,-6.441
8.710,36.30,-4.185,36.54,-6.577
8.744,36.30,-4.154,36.54,-6.529
8.777,36.31,-4.018,36.53,-6.315
8.810,36.33,-3.771,36.53,-5.926
8.844,36.37,-3.426,36.53,-5.382
8.877,36.40,-2.993,36.52,-4.701
8.910,36.44,-2.481,36.52,-3.896
8.944,36.47,-1.907,36.52,-2.993
8.977,36.49,-1.297,36.52,-2.036
9.011,36.52,-0.646,36.53,-1.013
9.044,36.52,3.769E-3,36.52,5.914E-3
9.077,36.51,0.641,36.51,1.005
9.111,36.49,1.262,36.52,1.980
9.144,36.48,1.838,36.53,2.885
9.177,36.44,2.354,36.52,3.697
9.211,36.42,2.790,36.52,4.381
9.244,36.39,3.135,36.52,4.924
9.278,36.37,3.378,36.53,5.306
9.311,36.35,3.519,36.52,5.529
9.344,36.35,3.555,36.52,5.587
9.378,36.36,3.472,36.53,5.454
9.411,36.37,3.289,36.52,5.167
9.444,36.41,3.000,36.53,4.711
9.478,36.43,2.617,36.53,4.109
9.511,36.47,2.143,36.53,3.363
9.545,36.50,1.602,36.53,2.514
9.578,36.52,1.009,36.53,1.583
9.611,36.53,0.376,36.53,0.590
9.645,36.53,-0.281,36.53,-0.440
9.678,36.53,-0.923,36.54,-1.447
9.711,36.51,-1.555,36.54,-2.439
9.745,36.48,-2.148,36.55,-3.369
9.778,36.44,-2.694,36.54,-4.229
9.812,36.41,-3.160,36.55,-4.960
9.845,36.37,-3.551,36.55,-5.575
9.878,36.35,-3.837,36.55,-6.025
9.912,36.33,-4.022,36.55,-6.317
9.945,36.32,-4.098,36.55,-6.438
9.978,36.32,-4.074,36.55,-6.400
10.012,36.34,-3.932,36.55,-6.174
10.045,36.37,-3.689,36.55,-5.793
10.079,36.39,-3.358,36.54,-5.272
10.112,36.43,-2.932,36.54,-4.602
10.145,36.45,-2.426,36.53,-3.807
10.179,36.49,-1.860,36.53,-2.919
10.212,36.51,-1.263,36.53,-1.981
10.245,36.53,-0.631,36.54,-0.990
10.279,36.52,1.270E-3,36.52,1.992E-3
10.312,36.51,0.630,36.51,0.988
10.345,36.50,1.236,36.52,1.939
10.379,36.48,1.790,36.52,2.809
10.412,36.45,2.295,36.52,3.604
10.446,36.42,2.726,36.53,4.279
10.479,36.39,3.062,36.52,4.809
10.512,36.37,3.303,36.52,5.188
10.546,36.37,3.439,36.53,5.402
10.579,36.36,3.461,36.53,5.437
10.612,36.36,3.391,36.52,5.328
10.646,36.38,3.212,36.52,5.045
10.679,36.41,2.922,36.53,4.588
10.713,36.44,2.536,36.53,3.981
10.746,36.48,2.076,36.54,3.258
10.779,36.49,1.548,36.53,2.429
10.813,36.52,0.963,36.53,1.510
10.846,36.53,0.350,36.53,0.549
10.879,36.53,-0.286,36.53,-0.448
10.913,36.53,-0.919,36.54,-1.441
10.946,36.51,-1.539,36.54,-2.415
10.980,36.49,-2.121,36.55,-3.327
11.013,36.45,-2.655,36.54,-4.167
11.046,36.42,-3.116,36.55,-4.890
11.080,36.37,-3.494,36.54,-5.487
11.113,36.35,-3.773,36.55,-5.924
11.146,36.33,-3.952,36.55,-6.208
11.180,36.32,-4.024,36.54,-6.322
11.213,36.33,-3.990,36.55,-6.268
11.247,36.34,-3.853,36.54,-6.052
11.280,36.37,-3.608,36.54,-5.666
11.313,36.39,-3.273,36.54,-5.140
11.347,36.43,-2.852,36.54,-4.476
11.380,36.45,-2.350,36.53,-3.689
11.413,36.49,-1.804,36.53,-2.830
11.447,36.51,-1.213,36.53,-1.903
11.480,36.52,-0.596,36.53,-0.935
11.514,36.53,2.717E-2,36.53,4.261E-2
11.547,36.51,0.636,36.52,0.998
11.580,36.50,1.227,36.52,1.926
11.614,36.49,1.773,36.53,2.783
11.647,36.45,2.263,36.52,3.553
11.680,36.43,2.676,36.53,4.202
11.714,36.41,3.002,36.53,4.714
11.747,36.38,3.237,36.53,5.084
11.781,36.38,3.368,36.53,5.290
11.814,36.38,3.394,36.54,5.330
11.847,36.39,3.321,36.54,5.215
11.881,36.41,3.133,36.54,4.919
11.914,36.43,2.852,36.54,4.476
11.947,36.46,2.473,36.55,3.879
11.981,36.49,2.020,36.55,3.169
12.014,36.52,1.498,36.55,2.349
12.047,36.53,0.926,36.54,1.452
12.081,36.54,0.321,36.54,0.503
12.114,36.53,-0.298,36.54,-0.467
12.148,36.53,-0.914,36.54,-1.433
12.181,36.51,-1.521,36.54,-2.385
12.214,36.49,-2.082,36.55,-3.266
12.248,36.46,-2.597,36.55,-4.074
12.281,36.43,-3.055,36.55,-4.794
12.314,36.38,-3.422,36.54,-5.374
12.348,36.37,-3.695,36.55,-5.802
12.381,36.34,-3.875,36.55,-6.086
12.415,36.33,-3.949,36.55,-6.202
12.448,36.34,-3.913,36.55,-6.146
12.481,36.35,-3.781,36.55,-5.938
12.515,36.37,-3.543,36.54,-5.564
12.548,36.39,-3.213,36.53,-5.045
12.581,36.43,-2.795,36.54,-4.387
12.615,36.46,-2.302,36.54,-3.612
12.648,36.48,-1.763,36.53,-2.767
12.682,36.51,-1.184,36.53,-1.858
12.715,36.52,-0.572,36.53,-0.897
12.748,36.52,3.146E-2,36.52,4.936E-2
12.782,36.51,0.637,36.52,1.000
12.815,36.50,1.213,36.52,1.903
12.848,36.49,1.748,36.53,2.743
12.882,36.45,2.222,36.52,3.489
12.915,36.43,2.621,36.52,4.115
12.949,36.40,2.937,36.52,4.612
12.982,36.39,3.167,36.52,4.974
13.015,36.38,3.298,36.53,5.180
13.049,36.38,3.318,36.53,5.211
13.082,36.39,3.237,36.53,5.084
13.115,36.41,3.055,36.54,4.796
13.149,36.43,2.778,36.54,4.361
13.182,36.46,2.413,36.54,3.786
13.216,36.49,1.965,36.54,3.082
13.249,36.51,1.452,36.54,2.277
13.282,36.53,0.887,36.54,1.391
13.316,36.54,0.290,36.54,0.455
13.349,36.53,-0.317,36.54,-0.497
13.382,36.53,-0.916,36.54,-1.436
13.416,36.51,-1.507,36.54,-2.364
13.449,36.49,-2.066,36.55,-3.241
13.483,36.46,-2.570,36.55,-4.032
13.516,36.43,-3.007,36.55,-4.720
13.549,36.39,-3.361,36.55,-5.277
13.583,36.37,-3.624,36.55,-5.690
13.616,36.35,-3.801,36.55,-5.970
13.649,36.34,-3.873,36.55,-6.083
13.683,36.34,-3.839,36.55,-6.030
13.716,36.36,-3.698,36.54,-5.808
13.749,36.38,-3.469,36.54,-5.448
13.783,36.41,-3.145,36.54,-4.938
13.816,36.43,-2.733,36.54,-4.290
13.850,36.47,-2.248,36.54,-3.528
13.883,36.49,-1.728,36.54,-2.711
13.916,36.51,-1.158,36.53,-1.816
13.950,36.53,-0.566,36.54,-0.888
13.983,36.52,2.971E-2,36.52,4.661E-2
14.016,36.52,0.621,36.52,0.973
14.050,36.50,1.191,36.52,1.868
14.083,36.49,1.715,36.53,2.691
14.117,36.45,2.183,36.52,3.427
14.150,36.43,2.578,36.52,4.048
14.183,36.42,2.881,36.53,4.524
14.217,36.40,3.103,36.53,4.874
14.250,36.38,3.229,36.53,5.072
14.283,36.39,3.246,36.53,5.098
14.317,36.39,3.167,36.53,4.973
14.350,36.41,2.990,36.54,4.694
14.384,36.43,2.716,36.53,4.263
14.417,36.46,2.355,36.54,3.695
14.450,36.49,1.915,36.54,3.004
14.484,36.51,1.414,36.54,2.218
14.517,36.53,0.854,36.54,1.340
14.550,36.53,0.275,36.53,0.431
14.584,36.53,-0.319,36.54,-0.500
14.617,36.52,-0.914,36.54,-1.434
14.651,36.51,-1.495,36.54,-2.344
14.684,36.49,-2.037,36.55,-3.195
14.717,36.46,-2.527,36.55,-3.965
14.751,36.43,-2.963,36.55,-4.650
14.784,36.39,-3.307,36.54,-5.191
14.817,36.37,-3.559,36.54,-5.589
14.851,36.35,-3.717,36.54,-5.838
14.884,36.34,-3.781,36.54,-5.939
14.918,36.35,-3.740,36.54,-5.875
14.951,36.36,-3.608,36.53,-5.667
14.984,36.37,-3.375,36.53,-5.302
15.018,36.41,-3.054,36.54,-4.795
15.051,36.44,-2.655,36.53,-4.168
15.084,36.47,-2.187,36.53,-3.431
15.118,36.49,-1.670,36.53,-2.620
15.151,36.51,-1.115,36.53,-1.748
15.185,36.53,-0.531,36.53,-0.832
15.218,36.53,5.158E-2,36.53,8.090E-2
15.251,36.51,0.628,36.52,0.986
15.285,36.50,1.186,36.52,1.862
15.318,36.49,1.684,36.53,2.642
15.351,36.47,2.134,36.54,3.349
15.385,36.44,2.521,36.52,3.957
15.418,36.43,2.813,36.54,4.415
15.451,36.41,3.029,36.53,4.757
15.485,36.40,3.137,36.53,4.926
15.518,36.40,3.150,36.53,4.947
15.552,36.41,3.066,36.54,4.813
15.585,36.42,2.885,36.54,4.529
15.618,36.43,2.613,36.53,4.103
15.652,36.47,2.252,36.54,3.534
15.685,36.49,1.821,36.53,2.857
15.718,36.52,1.320,36.54,2.071
15.752,36.53,0.784,36.54,1.229
15.785,36.53,0.222,36.54,0.348
15.819,36.53,-0.360,36.53,-0.564
15.852,36.52,-0.934,36.54,-1.464
15.885,36.51,-1.497,36.54,-2.348
15.919,36.49,-2.025,36.54,-3.177
15.952,36.46,-2.501,36.55,-3.923
15.985,36.43,-2.919,36.55,-4.581
16.019,36.41,-3.250,36.55,-5.102
16.052,36.38,-3.496,36.55,-5.488
16.086,36.37,-3.650,36.55,-5.730
16.119,36.36,-3.707,36.55,-5.821
16.152,36.36,-3.665,36.54,-5.756
16.186,36.37,-3.526,36.54,-5.538
16.219,36.38,-3.301,36.53,-5.184
16.252,36.41,-2.984,36.53,-4.685
16.286,36.44,-2.585,36.53,-4.058
16.319,36.47,-2.127,36.53,-3.338
16.353,36.49,-1.617,36.53,-2.537
16.386,36.52,-1.076,36.53,-1.687
16.419,36.53,-0.511,36.53,-0.802
16.453,36.53,5.774E-2,36.53,9.057E-2
16.486,36.51,0.620,36.52,0.973
16.519,36.50,1.157,36.52,1.815
16.553,36.49,1.657,36.53,2.599
16.586,36.47,2.099,36.54,3.294
16.620,36.44,2.467,36.52,3.873
16.653,36.43,2.761,36.53,4.334
16.686,36.41,2.964,36.53,4.655
16.720,36.40,3.072,36.53,4.824
16.753,36.40,3.080,36.53,4.836
16.786,36.41,2.995,36.53,4.703
16.820,36.43,2.819,36.53,4.425
16.853,36.44,2.550,36.53,4.003
16.887,36.47,2.197,36.54,3.448
16.920,36.49,1.773,36.53,2.781
16.953,36.51,1.289,36.54,2.022
16.987,36.53,0.751,36.53,1.177
17.020,36.53,0.195,36.53,0.306
17.053,36.53,-0.375,36.53,-0.589
17.087,36.52,-0.936,36.54,-1.469
17.120,36.51,-1.487,36.54,-2.332
17.153,36.49,-2.004,36.55,-3.144
17.187,36.47,-2.473,36.55,-3.878
17.220,36.43,-2.881,36.55,-4.522
17.254,36.41,-3.204,36.55,-5.028
17.287,36.38,-3.440,36.55,-5.401
17.320,36.37,-3.585,36.55,-5.628
17.354,36.37,-3.640,36.55,-5.715
17.387,36.38,-3.600,36.55,-5.652
17.420,36.39,-3.458,36.55,-5.428
17.454,36.41,-3.233,36.56,-5.074
17.487,36.43,-2.922,36.55,-4.586
17.521,36.46,-2.525,36.54,-3.962
17.554,36.49,-2.074,36.55,-3.253
17.587,36.50,-1.578,36.53,-2.476
17.621,36.52,-1.039,36.54,-1.629
17.654,36.53,-0.483,36.53,-0.757
17.687,36.53,7.576E-2,36.53,0.119
17.721,36.51,0.625,36.52,0.981
17.754,36.50,1.151,36.52,1.806
17.788,36.49,1.632,36.53,2.561
17.821,36.48,2.060,36.53,3.233
17.854,36.45,2.424,36.53,3.804
17.888,36.43,2.705,36.53,4.246
17.921,36.43,2.902,36.54,4.556
17.954,36.42,3.002,36.54,4.713
17.988,36.41,3.007,36.54,4.721
18.021,36.42,2.922,36.53,4.588
18.055,36.43,2.733,36.53,4.290
18.088,36.45,2.466,36.53,3.871
18.121,36.47,2.122,36.54,3.330
18.155,36.49,1.705,36.53,2.675
18.188,36.51,1.218,36.53,1.910
18.221,36.53,0.694,36.53,1.089
18.255,36.53,0.152,36.53,0.239
18.288,36.53,-0.402,36.53,-0.630
18.322,36.52,-0.954,36.53,-1.496
18.355,36.51,-1.486,36.54,-2.331
18.388,36.49,-1.992,36.54,-3.125
18.422,36.47,-2.434,36.55,-3.818
18.455,36.43,-2.835,36.54,-4.449
18.488,36.41,-3.148,36.55,-4.941
18.522,36.39,-3.376,36.54,-5.300
18.555,36.38,-3.512,36.55,-5.515
18.589,36.37,-3.564,36.55,-5.596
18.622,36.38,-3.513,36.55,-5.515
18.655,36.39,-3.377,36.55,-5.301
18.689,36.41,-3.145,36.55,-4.936
18.722,36.43,-2.836,36.54,-4.451
18.755,36.46,-2.443,36.54,-3.834
