t,x,y,r,θr
3.537,33.04,-15.38,36.44,-24.97
3.571,33.53,-14.27,36.44,-23.06
3.604,34.13,-12.76,36.44,-20.51
3.638,34.77,-10.92,36.45,-17.43
3.671,35.39,-8.761,36.45,-13.91
3.704,35.90,-6.331,36.45,-10.00
3.738,36.28,-3.701,36.46,-5.826
3.771,36.50,-0.937,36.51,-1.471
3.804,36.42,1.809,36.47,2.844
3.838,36.19,4.541,36.47,7.152
3.871,35.78,7.114,36.48,11.24
3.905,35.24,9.453,36.49,15.02
3.938,34.64,11.52,36.50,18.39
3.971,34.03,13.22,36.51,21.23
4.005,33.50,14.55,36.53,23.48
4.038,33.10,15.49,36.55,25.07
4.071,32.87,16.00,36.55,25.96
4.105,32.83,16.09,36.56,26.11
4.138,32.99,15.74,36.55,25.50
4.172,33.35,14.96,36.55,24.15
4.205,33.86,13.75,36.54,22.11
4.238,34.46,12.15,36.54,19.41
4.272,35.08,10.15,36.52,16.14
4.305,35.66,7.832,36.51,12.39
4.338,36.13,5.257,36.51,8.279
4.372,36.42,2.482,36.50,3.900
4.405,36.50,-0.371,36.50,-0.582
4.439,36.36,-3.185,36.50,-5.005
4.472,36.01,-5.898,36.49,-9.303
4.505,35.50,-8.407,36.48,-13.32
4.539,34.89,-10.62,36.47,-16.93
4.572,34.25,-12.51,36.46,-20.06
4.605,33.64,-14.02,36.44,-22.62
4.639,33.14,-15.14,36.43,-24.56
4.672,32.78,-15.85,36.41,-25.81
4.706,32.62,-16.15,36.40,-26.34
4.739,32.65,-16.05,36.38,-26.17
4.772,32.88,-15.56,36.37,-25.33
4.806,33.29,-14.67,36.38,-23.79
4.839,33.83,-13.41,36.39,-21.63
4.872,34.43,-11.78,36.39,-18.89
4.906,35.06,-9.821,36.41,-15.65
4.939,35.62,-7.577,36.42,-12.01
4.972,36.07,-5.088,36.42,-8.030
5.006,36.35,-2.432,36.43,-3.828
5.039,36.43,0.308,36.44,0.485
5.073,36.32,3.012,36.45,4.741
5.106,36.02,5.645,36.46,8.907
5.139,35.56,8.095,36.47,12.82
5.173,35.00,10.28,36.47,16.37
5.206,34.41,12.16,36.50,19.47
5.239,33.84,13.70,36.51,22.04
5.273,33.38,14.84,36.53,23.98
5.306,33.05,15.58,36.54,25.24
5.340,32.91,15.91,36.56,25.80
5.373,32.98,15.79,36.56,25.59
5.406,33.23,15.25,36.56,24.65
5.440,33.65,14.28,36.56,23.00
5.473,34.19,12.90,36.54,20.67
5.506,34.79,11.12,36.53,17.73
5.540,35.40,8.995,36.52,14.26
5.573,35.92,6.581,36.52,10.38
5.607,36.31,3.946,36.52,6.203
5.640,36.48,1.134,36.50,1.780
5.673,36.46,-1.609,36.50,-2.527
5.707,36.24,-4.394,36.50,-6.914
5.740,35.81,-6.972,36.48,-11.02
5.773,35.26,-9.328,36.48,-14.82
5.807,34.64,-11.36,36.45,-18.16
5.840,34.03,-13.04,36.44,-20.97
5.874,33.49,-14.35,36.44,-23.19
5.907,33.05,-15.26,36.41,-24.79
5.940,32.78,-15.78,36.38,-25.70
5.974,32.71,-15.89,36.37,-25.91
6.007,32.85,-15.62,36.38,-25.43
6.040,33.17,-14.95,36.38,-24.27
6.074,33.61,-13.91,36.38,-22.48
6.107,34.17,-12.51,36.38,-20.11
6.141,34.77,-10.74,36.39,-17.16
6.174,35.38,-8.681,36.43,-13.79
6.207,35.88,-6.346,36.43,-10.03
6.241,36.24,-3.822,36.45,-6.020
6.274,36.45,-1.159,36.47,-1.821
6.307,36.42,1.503,36.45,2.364
6.341,36.24,4.166,36.47,6.558
6.374,35.87,6.678,36.48,10.55
6.407,35.36,8.994,36.49,14.27
6.441,34.79,11.04,36.50,17.60
6.474,34.23,12.73,36.52,20.40
6.508,33.72,14.07,36.54,22.64
6.541,33.33,15.01,36.55,24.24
6.574,33.09,15.54,36.56,25.16
6.608,33.04,15.66,36.56,25.36
6.641,33.19,15.35,36.57,24.82
6.674,33.51,14.62,36.57,23.57
6.708,33.98,13.47,36.56,21.63
6.741,34.54,11.91,36.54,19.03
6.775,35.14,9.996,36.53,15.88
6.808,35.69,7.747,36.52,12.25
6.841,36.14,5.262,36.52,8.283
6.875,36.41,2.575,36.50,4.045
6.908,36.50,-0.184,36.50,-0.289
6.941,36.39,-2.910,36.51,-4.572
6.975,36.07,-5.541,36.49,-8.733
7.008,35.59,-7.978,36.47,-12.63
7.042,35.02,-10.14,36.46,-16.16
7.075,34.42,-11.99,36.45,-19.20
7.108,33.84,-13.46,36.42,-21.69
7.142,33.36,-14.57,36.40,-23.60
7.175,33.01,-15.29,36.38,-24.85
7.208,32.84,-15.63,36.37,-25.44
7.242,32.86,-15.54,36.35,-25.32
7.275,33.07,-15.10,36.35,-24.54
7.309,33.44,-14.26,36.35,-23.10
7.342,33.94,-13.07,36.37,-21.06
7.375,34.52,-11.52,36.39,-18.45
7.409,35.10,-9.638,36.40,-15.36
7.442,35.64,-7.468,36.41,-11.84
7.475,36.07,-5.082,36.43,-8.019
7.509,36.36,-2.518,36.44,-3.962
7.542,36.45,0.117,36.45,0.183
7.576,36.36,2.762,36.46,4.345
7.609,36.08,5.327,36.47,8.398
7.642,35.66,7.712,36.48,12.20
7.676,35.13,9.860,36.49,15.68
7.709,34.57,11.72,36.51,18.73
7.742,34.04,13.24,36.52,21.26
7.776,33.58,14.38,36.53,23.18
7.809,33.26,15.13,36.54,24.45
7.843,33.13,15.46,36.56,25.02
7.876,33.16,15.38,36.55,24.88
7.909,33.39,14.87,36.55,24.00
7.943,33.79,13.93,36.55,22.40
7.976,34.30,12.59,36.54,20.16
8.009,34.88,10.87,36.53,17.31
8.043,35.44,8.817,36.52,13.97
8.076,35.94,6.476,36.51,10.22
8.109,36.30,3.910,36.51,6.147
8.143,36.47,1.203,36.49,1.889
8.176,36.47,-1.459,36.50,-2.291
8.210,36.26,-4.144,36.49,-6.520
8.243,35.85,-6.654,36.47,-10.51
8.276,35.34,-8.926,36.45,-14.18
8.310,34.75,-10.90,36.42,-17.42
8.343,34.16,-12.55,36.39,-20.17
8.376,33.64,-13.82,36.36,-22.34
8.410,33.22,-14.72,36.34,-23.90
8.443,32.98,-15.24,36.33,-24.80
8.477,32.91,-15.37,36.33,-25.03
8.510,33.03,-15.12,36.32,-24.60
8.543,33.32,-14.50,36.33,-23.52
8.577,33.74,-13.51,36.35,-21.82
8.610,34.28,-12.16,36.37,-19.54
8.643,34.84,-10.47,36.39,-16.73
8.677,35.40,-8.470,36.40,-13.46
8.710,35.89,-6.242,36.42,-9.867
8.744,36.26,-3.802,36.45,-5.986
8.777,36.46,-1.233,36.48,-1.937
8.810,36.44,1.358,36.46,2.135
8.844,36.27,3.948,36.48,6.213
8.877,35.93,6.402,36.50,10.10
8.910,35.47,8.656,36.51,13.71
8.944,34.94,10.65,36.53,16.95
8.977,34.41,12.32,36.55,19.70
9.011,33.91,13.64,36.55,21.91
9.044,33.53,14.57,36.56,23.49
9.077,33.30,15.10,36.56,24.40
9.111,33.24,15.22,36.56,24.60
9.144,33.37,14.91,36.55,24.08
9.177,33.67,14.21,36.54,22.88
9.211,34.12,13.09,36.54,20.99
9.244,34.65,11.59,36.54,18.49
9.278,35.21,9.713,36.53,15.42
9.311,35.73,7.535,36.52,11.91
9.344,36.15,5.105,36.51,8.038
9.378,36.42,2.509,36.51,3.941
9.411,36.50,-0.172,36.50,-0.271
9.444,36.39,-2.799,36.50,-4.398
9.478,36.10,-5.338,36.49,-8.412
9.511,35.65,-7.685,36.47,-12.17
9.544,35.11,-9.778,36.45,-15.56
9.578,34.54,-11.56,36.42,-18.50
9.611,33.99,-13.01,36.40,-20.94
9.645,33.53,-14.08,36.36,-22.78
9.678,33.20,-14.77,36.34,-23.99
9.711,33.05,-15.10,36.34,-24.56
9.745,33.07,-15.04,36.33,-24.46
9.778,33.25,-14.61,36.32,-23.72
9.811,33.60,-13.82,36.33,-22.36
9.845,34.07,-12.66,36.34,-20.39
9.878,34.60,-11.16,36.36,-17.87
9.912,35.16,-9.351,36.38,-14.89
9.945,35.67,-7.264,36.40,-11.51
9.978,36.09,-4.946,36.43,-7.803
10.012,36.36,-2.480,36.45,-3.902
10.045,36.46,8.340E-2,36.46,0.131
10.078,36.38,2.642,36.47,4.153
10.112,36.11,5.130,36.48,8.085
10.145,35.72,7.458,36.49,11.79
10.179,35.23,9.557,36.50,15.18
10.212,34.70,11.37,36.52,18.13
10.245,34.20,12.85,36.53,20.59
10.279,33.78,13.96,36.55,22.46
10.312,33.48,14.69,36.57,23.69
10.345,33.33,15.01,36.56,24.24
10.379,33.38,14.93,36.56,24.09
10.412,33.60,14.41,36.56,23.22
10.446,33.97,13.49,36.55,21.67
10.479,34.45,12.19,36.54,19.49
10.512,34.99,10.52,36.53,16.73
10.546,35.52,8.503,36.52,13.46
10.579,35.98,6.222,36.52,9.810
10.612,36.32,3.737,36.52,5.874
10.646,36.49,1.120,36.51,1.758
10.679,36.48,-1.460,36.50,-2.292
10.713,36.26,-4.050,36.49,-6.372
10.746,35.88,-6.463,36.46,-10.21
10.779,35.40,-8.654,36.44,-13.74
10.813,34.85,-10.57,36.42,-16.88
10.846,34.31,-12.15,36.39,-19.50
10.879,33.81,-13.38,36.36,-21.59
10.913,33.42,-14.26,36.33,-23.11
10.946,33.18,-14.76,36.32,-23.98
10.980,33.11,-14.87,36.30,-24.19
11.013,33.22,-14.62,36.29,-23.76
11.046,33.48,-14.02,36.30,-22.72
11.080,33.88,-13.06,36.31,-21.08
11.113,34.38,-11.74,36.33,-18.86
11.146,34.93,-10.11,36.36,-16.15
11.180,35.46,-8.168,36.39,-12.97
11.213,35.91,-6.004,36.41,-9.492
11.246,36.25,-3.638,36.43,-5.730
11.280,36.45,-1.142,36.47,-1.795
11.313,36.44,1.359,36.46,2.137
11.347,36.27,3.871,36.48,6.091
11.380,35.96,6.259,36.50,9.875
11.413,35.52,8.432,36.50,13.35
11.447,35.02,10.37,36.52,16.49
11.480,34.51,11.99,36.53,19.16
11.513,34.04,13.26,36.54,21.28
11.547,33.68,14.15,36.54,22.79
11.580,33.48,14.67,36.55,23.66
11.614,33.43,14.78,36.55,23.85
11.647,33.55,14.48,36.54,23.34
11.680,33.85,13.76,36.54,22.12
11.714,34.28,12.65,36.54,20.25
11.747,34.78,11.17,36.53,17.80
11.780,35.31,9.334,36.52,14.81
11.814,35.80,7.224,36.52,11.41
11.847,36.18,4.858,36.51,7.647
11.881,36.43,2.340,36.51,3.675
11.914,36.48,-0.255,36.48,-0.401
11.947,36.37,-2.796,36.48,-4.396
11.981,36.08,-5.249,36.46,-8.278
12.014,35.64,-7.518,36.43,-11.91
12.047,35.13,-9.536,36.40,-15.19
12.081,34.59,-11.24,36.37,-18.01
12.114,34.08,-12.63,36.34,-20.33
12.148,33.65,-13.67,36.32,-22.11
12.181,33.34,-14.33,36.29,-23.26
12.214,33.20,-14.62,36.28,-23.76
12.248,33.23,-14.55,36.28,-23.65
12.281,33.41,-14.13,36.28,-22.92
12.314,33.75,-13.35,36.29,-21.58
12.348,34.20,-12.21,36.32,-19.65
12.381,34.72,-10.74,36.34,-17.20
12.415,35.25,-8.980,36.38,-14.29
12.448,35.73,-6.956,36.40,-11.02
12.481,36.12,-4.700,36.43,-7.413
12.515,36.37,-2.279,36.44,-3.586
12.548,36.45,0.192,36.45,0.302
12.581,36.38,2.661,36.48,4.183
12.615,36.14,5.080,36.49,8.001
12.648,35.76,7.329,36.50,11.58
12.682,35.29,9.361,36.51,14.85
12.715,34.79,11.11,36.52,17.71
12.748,34.32,12.54,36.54,20.07
12.782,33.92,13.60,36.54,21.85
12.815,33.65,14.28,36.55,23.00
12.848,33.52,14.57,36.55,23.50
12.882,33.57,14.46,36.55,23.31
12.915,33.78,13.94,36.55,22.42
12.948,34.15,13.02,36.55,20.87
12.982,34.61,11.72,36.54,18.72
13.015,35.11,10.07,36.53,16.00
13.049,35.61,8.100,36.52,12.81
13.082,36.04,5.868,36.51,9.247
13.115,36.35,3.455,36.52,5.429
13.149,36.49,0.906,36.50,1.423
13.182,36.46,-1.567,36.49,-2.461
13.215,36.25,-4.075,36.48,-6.413
13.249,35.88,-6.399,36.44,-10.11
13.282,35.42,-8.505,36.42,-13.50
13.316,34.89,-10.33,36.39,-16.49
13.349,34.38,-11.84,36.36,-19.01
13.382,33.91,-13.01,36.32,-20.99
13.416,33.57,-13.83,36.30,-22.39
13.449,33.35,-14.29,36.28,-23.19
13.482,33.29,-14.38,36.26,-23.36
13.516,33.40,-14.13,36.26,-22.93
13.549,33.67,-13.50,36.27,-21.86
13.583,34.07,-12.55,36.30,-20.22
13.616,34.54,-11.26,36.33,-18.05
13.649,35.06,-9.657,36.37,-15.40
13.683,35.56,-7.784,36.40,-12.35
13.716,35.98,-5.658,36.43,-8.937
13.749,36.31,-3.361,36.47,-5.289
13.783,36.50,-0.923,36.52,-1.448
13.816,36.46,1.488,36.49,2.338
13.850,36.30,3.927,36.51,6.175
13.883,35.98,6.215,36.52,9.799
13.916,35.57,8.334,36.53,13.19
13.950,35.10,10.19,36.55,16.19
13.983,34.61,11.75,36.55,18.74
14.016,34.18,12.96,36.56,20.77
14.050,33.86,13.80,36.57,22.18
14.083,33.67,14.27,36.57,22.97
14.117,33.65,14.35,36.58,23.09
14.150,33.78,14.01,36.57,22.53
14.183,34.07,13.28,36.57,21.29
14.217,34.48,12.17,36.56,19.44
14.250,34.96,10.70,36.56,17.02
14.283,35.45,8.881,36.55,14.06
14.317,35.91,6.807,36.55,10.73
14.350,36.26,4.501,36.54,7.076
14.383,36.46,2.041,36.52,3.204
14.417,36.52,-0.453,36.52,-0.710
14.450,36.38,-2.914,36.50,-4.579
14.484,36.10,-5.267,36.48,-8.302
14.517,35.68,-7.450,36.45,-11.79
14.550,35.18,-9.368,36.41,-14.91
14.584,34.67,-11.01,36.38,-17.61
14.617,34.19,-12.30,36.33,-19.79
14.650,33.79,-13.28,36.31,-21.45
14.684,33.52,-13.90,36.29,-22.52
14.717,33.40,-14.15,36.27,-22.96
14.751,33.43,-14.05,36.27,-22.80
14.784,33.63,-13.61,36.28,-22.03
14.817,33.96,-12.81,36.29,-20.66
14.851,34.40,-11.70,36.33,-18.78
14.884,34.89,-10.24,36.36,-16.35
14.917,35.38,-8.512,36.39,-13.53
14.951,35.83,-6.522,36.42,-10.32
14.984,36.20,-4.332,36.46,-6.824
15.018,36.41,-1.980,36.47,-3.113
15.051,36.48,0.400,36.48,0.629
15.084,36.39,2.803,36.50,4.405
15.118,36.15,5.139,36.52,8.091
15.151,35.79,7.312,36.53,11.54
15.184,35.34,9.269,36.54,14.69
15.218,34.88,10.94,36.55,17.41
15.251,34.44,12.29,36.57,19.65
15.285,34.07,13.31,36.58,21.33
15.318,33.84,13.93,36.59,22.38
15.351,33.74,14.17,36.59,22.78
15.385,33.80,14.01,36.59,22.52
15.418,34.02,13.47,36.59,21.60
15.451,34.37,12.53,36.58,20.03
15.485,34.81,11.23,36.58,17.87
15.518,35.28,9.567,36.56,15.17
15.552,35.75,7.631,36.56,12.05
15.585,36.14,5.455,36.55,8.583
15.618,36.40,3.084,36.53,4.842
15.652,36.51,0.614,36.52,0.964
15.685,36.47,-1.777,36.51,-2.790
15.718,36.25,-4.202,36.49,-6.613
15.752,35.88,-6.426,36.45,-10.15
15.785,35.43,-8.434,36.42,-13.39
15.819,34.93,-10.18,36.38,-16.25
15.852,34.44,-11.60,36.34,-18.62
15.885,34.01,-12.70,36.30,-20.48
15.919,33.69,-13.46,36.28,-21.78
15.952,33.51,-13.87,36.26,-22.49
15.985,33.47,-13.93,36.26,-22.60
16.019,33.59,-13.65,36.25,-22.11
16.052,33.85,-13.01,36.27,-21.02
16.085,34.24,-12.04,36.29,-19.37
16.119,34.71,-10.75,36.33,-17.21
16.152,35.19,-9.169,36.37,-14.60
16.186,35.66,-7.318,36.40,-11.60
16.219,36.06,-5.247,36.44,-8.279
16.252,36.34,-3.003,36.47,-4.724
16.286,36.51,-0.622,36.51,-0.975
16.319,36.46,1.718,36.50,2.697
16.352,36.29,4.059,36.52,6.382
16.386,35.98,6.273,36.53,9.889
16.419,35.59,8.304,36.54,13.13
16.453,35.13,10.09,36.55,16.02
16.486,34.68,11.58,36.56,18.46
16.519,34.29,12.71,36.57,20.35
16.553,33.98,13.50,36.57,21.67
16.586,33.82,13.91,36.57,22.35
16.619,33.81,13.93,36.57,22.40
16.653,33.96,13.56,36.57,21.77
16.686,34.25,12.80,36.56,20.49
16.720,34.65,11.65,36.55,18.58
16.753,35.11,10.17,36.55,16.15
16.786,35.57,8.367,36.54,13.24
16.820,35.99,6.311,36.54,9.945
16.853,36.31,4.051,36.54,6.366
16.886,36.48,1.651,36.52,2.591
16.920,36.52,-0.737,36.52,-1.156
16.953,36.36,-3.134,36.49,-4.927
16.987,36.06,-5.391,36.46,-8.502
17.020,35.65,-7.460,36.42,-11.82
17.053,35.17,-9.290,36.38,-14.79
17.087,34.69,-10.85,36.35,-17.36
17.120,34.24,-12.06,36.31,-19.41
17.153,33.88,-12.98,36.28,-20.96
17.187,33.64,-13.53,36.26,-21.91
17.220,33.54,-13.74,36.24,-22.28
17.254,33.59,-13.61,36.24,-22.05
17.287,33.79,-13.12,36.25,-21.22
17.320,34.12,-12.31,36.27,-19.84
17.354,34.54,-11.17,36.30,-17.92
17.387,35.01,-9.727,36.34,-15.53
17.420,35.48,-8.012,36.37,-12.73
17.454,35.90,-6.059,36.40,-9.581
17.487,36.23,-3.909,36.44,-6.158
17.520,36.42,-1.620,36.46,-2.546
17.554,36.46,0.676,36.47,1.062
17.587,36.36,3.024,36.49,4.754
17.621,36.11,5.264,36.50,8.293
17.654,35.76,7.343,36.50,11.61
17.687,35.34,9.203,36.52,14.60
17.721,34.88,10.79,36.51,17.19
17.754,34.48,12.07,36.53,19.29
17.787,34.15,13.00,36.54,20.84
17.821,33.94,13.56,36.54,21.78
17.854,33.86,13.75,36.54,22.10
17.888,33.94,13.53,36.54,21.74
17.921,34.17,12.94,36.54,20.73
17.954,34.51,11.97,36.53,19.13
17.988,34.94,10.65,36.52,16.95
18.021,35.40,8.992,36.52,14.25
18.054,35.83,7.076,36.52,11.17
18.088,36.18,4.916,36.51,7.738
18.121,36.41,2.612,36.50,4.103
18.155,36.48,0.228,36.48,0.358
18.188,36.41,-2.094,36.47,-3.291
18.221,36.19,-4.411,36.46,-6.948
18.255,35.82,-6.533,36.41,-10.34
18.288,35.39,-8.445,36.38,-13.42
18.321,34.91,-10.09,36.33,-16.12
18.355,34.45,-11.43,36.30,-18.36
18.388,34.05,-12.46,36.26,-20.09
18.422,33.76,-13.15,36.23,-21.28
18.455,33.61,-13.50,36.22,-21.88
18.488,33.61,-13.51,36.22,-21.89
18.522,33.75,-13.19,36.24,-21.34
18.555,34.02,-12.51,36.25,-20.20
18.588,34.39,-11.54,36.28,-18.55
18.622,34.84,-10.24,36.32,-16.38
18.655,35.30,-8.650,36.35,-13.77
18.689,35.74,-6.813,36.39,-10.79
18.722,36.11,-4.772,36.43,-7.527
18.755,36.36,-2.580,36.45,-4.059
18.789,36.48,-0.282,36.49,-0.442
18.822,36.42,2.009,36.48,3.156
18.855,36.23,4.269,36.49,6.719
18.889,35.93,6.398,36.49,10.10
18.922,35.54,8.330,36.50,13.19
18.956,35.11,10.01,36.51,15.91
18.989,34.70,11.40,36.52,18.18
19.022,34.33,12.45,36.52,19.93
19.056,34.07,13.14,36.52,21.09
19.089,33.95,13.47,36.53,21.63
19.122,33.98,13.42,36.53,21.55
19.156,34.14,12.99,36.53,20.82
19.189,34.44,12.19,36.53,19.50
19.222,34.83,11.03,36.53,17.58
19.256,35.26,9.535,36.53,15.13
19.289,35.69,7.738,36.52,12.23
19.323,36.06,5.709,36.51,8.995
19.356,36.34,3.495,36.51,5.494
19.389,36.47,1.158,36.49,1.819
19.423,36.49,-1.148,36.50,-1.802
19.456,36.31,-3.456,36.47,-5.437
19.489,35.99,-5.616,36.43,-8.869
19.523,35.60,-7.588,36.40,-12.03
19.556,35.14,-9.315,36.36,-14.85
19.590,34.69,-10.76,36.32,-17.24
19.623,34.27,-11.89,36.27,-19.14
19.656,33.95,-12.70,36.25,-20.51
19.690,33.75,-13.19,36.24,-21.34
19.723,33.69,-13.32,36.23,-21.58
19.756,33.76,-13.14,36.23,-21.27
19.790,33.98,-12.62,36.24,-20.37
19.823,34.31,-11.76,36.27,-18.93
19.857,34.72,-10.61,36.30,-17.00
19.890,35.17,-9.165,36.35,-14.61
19.923,35.61,-7.466,36.39,-11.84
19.957,35.99,-5.520,36.42,-8.719
19.990,36.29,-3.415,36.45,-5.376
20.023,36.47,-1.195,36.49,-1.876
20.057,36.47,1.053,36.48,1.654
20.090,36.34,3.316,36.50,5.214
20.124,36.09,5.469,36.50,8.616
20.157,35.75,7.453,36.52,11.78
20.190,35.34,9.221,36.52,14.62
20.224,34.93,10.71,36.54,17.05
20.257,34.55,11.89,36.53,18.99
20.290,34.25,12.73,36.54,20.38
20.324,34.08,13.19,36.55,21.16
20.357,34.05,13.28,36.55,21.31
20.391,34.15,13.02,36.54,20.87
20.424,34.39,12.36,36.54,19.78
20.457,34.73,11.35,36.54,18.10
20.491,35.14,10.00,36.53,15.89
20.524,35.57,8.348,36.53,13.21
20.557,35.95,6.424,36.52,10.13
20.591,36.26,4.301,36.52,6.764
20.624,36.45,2.037,36.51,3.198
20.657,36.50,-0.279,36.50,-0.437
20.691,36.40,-2.519,36.49,-3.959
20.724,36.16,-4.714,36.47,-7.427
20.758,35.79,-6.750,36.42,-10.68
20.791,35.36,-8.546,36.38,-13.59
20.824,34.92,-10.09,36.34,-16.12
20.858,34.49,-11.33,36.31,-18.18
20.891,34.14,-12.25,36.28,-19.74
20.924,33.90,-12.85,36.25,-20.76
20.958,33.79,-13.12,36.25,-21.22
20.991,33.81,-13.06,36.25,-21.12
21.025,33.97,-12.67,36.26,-20.46
21.058,34.25,-11.96,36.28,-19.25
21.091,34.63,-10.95,36.32,-17.55
21.125,35.06,-9.617,36.35,-15.34
21.158,35.49,-8.030,36.39,-12.75
21.191,35.89,-6.201,36.42,-9.804
21.225,36.22,-4.178,36.46,-6.581
21.258,36.42,-2.012,36.48,-3.162
21.292,36.49,0.201,36.49,0.316
21.325,36.42,2.428,36.50,3.814
21.358,36.22,4.596,36.51,7.233
21.392,35.92,6.627,36.52,10.45
21.425,35.54,8.465,36.53,13.40
21.458,35.13,10.04,36.54,15.95
21.492,34.75,11.33,36.55,18.05
21.525,34.42,12.29,36.55,19.64
21.559,34.20,12.91,36.56,20.68
21.592,34.12,13.13,36.56,21.05
21.625,34.16,13.00,36.55,20.83
21.659,34.34,12.50,36.54,20.00
21.692,34.64,11.63,36.54,18.56
21.725,35.01,10.42,36.53,16.58
21.759,35.42,8.894,36.52,14.09
21.792,35.82,7.101,36.52,11.21
21.826,36.16,5.084,36.52,8.003
21.859,36.39,2.906,36.51,4.566
21.892,36.48,0.625,36.48,0.982
21.926,36.45,-1.590,36.48,-2.498
21.959,36.26,-3.818,36.46,-6.009
21.992,35.94,-5.886,36.42,-9.299
22.026,35.56,-7.751,36.39,-12.30
22.059,35.12,-9.361,36.35,-14.92
22.093,34.70,-10.70,36.32,-17.14
22.126,34.33,-11.74,36.29,-18.88
22.159,34.04,-12.46,36.25,-20.11
22.193,33.88,-12.86,36.24,-20.79
22.226,33.85,-12.94,36.23,-20.92
22.259,33.96,-12.68,36.25,-20.47
22.293,34.19,-12.09,36.27,-19.48
22.326,34.53,-11.21,36.30,-17.99
22.359,34.92,-10.02,36.33,-16.02
22.393,35.34,-8.541,36.36,-13.59
22.426,35.76,-6.829,36.40,-10.81
22.460,36.11,-4.903,36.44,-7.733
22.493,36.36,-2.825,36.47,-4.442
22.526,36.51,-0.627,36.52,-0.985
22.560,36.47,1.541,36.50,2.419
22.593,36.33,3.725,36.52,5.854
22.626,36.06,5.776,36.52,9.100
22.660,35.72,7.664,36.53,12.11
22.693,35.33,9.325,36.54,14.79
22.727,34.93,10.70,36.54,17.03
22.760,34.60,11.77,36.55,18.78
22.793,34.35,12.51,36.56,20.01
22.827,34.21,12.87,36.55,20.62
22.860,34.20,12.89,36.55,20.64
22.893,34.34,12.53,36.55,20.05
22.927,34.58,11.81,36.55,18.86
22.960,34.92,10.74,36.53,17.10
22.994,35.31,9.357,36.53,14.84
23.027,35.70,7.682,36.52,12.14
23.060,36.05,5.772,36.51,9.096
23.094,36.33,3.675,36.51,5.776
23.127,36.47,1.466,36.50,2.301
23.160,36.49,-0.745,36.50,-1.170
23.194,36.35,-2.947,36.47,-4.635
23.227,36.09,-5.036,36.44,-7.942
23.261,35.74,-6.961,36.41,-11.02
23.294,35.31,-8.650,36.36,-13.76
23.327,34.90,-10.08,36.32,-16.11
23.361,34.51,-11.22,36.29,-18.01
23.394,34.20,-12.04,36.26,-19.40
23.427,33.99,-12.55,36.24,-20.27
23.461,33.91,-12.74,36.23,-20.59
23.494,33.97,-12.60,36.23,-20.36
23.528,34.15,-12.15,36.25,-19.59
23.561,34.44,-11.39,36.27,-18.30
23.594,34.80,-10.33,36.30,-16.53
23.628,35.22,-8.972,36.35,-14.29
23.661,35.64,-7.362,36.39,-11.67
23.694,36.00,-5.541,36.42,-8.751
23.728,36.29,-3.539,36.46,-5.570
23.761,36.46,-1.418,36.49,-2.228
